text,label,speaker
"but Gorbachev has still not fully convinced everyone that, he's moving towards a two to three party system of government that, nor eliminating or diminishing the Communist power,",sv,A
"right here, Bambi",b^m,A
"Uh, I was going to this place up the street from me is the best I've ever had,",sd,A
Oh.,b,A
It's hard to talk for five minutes on this,sv,B
"And, um, Captain Pell's is a place with the big huge wooden tables inside,",sd,B
"but they were hooked at the waist,",sd,A
yeah.,b,A
"I guess right now my criteria for cars is, uh, of being solid, able to take an impact",sd,A
Right.,b,A
bye-bye.,fc,B
Yeah.,ny,B
"Yeah,",b,A
"Well, the topic today was gardening, and lawn care?",sd,B
"so that just routine visits, uh, they will compensate much better for, if you go to their designated doctors.",sd,B
Right.,b,B
But that's one good thing,sv,A
Uh-huh.,b,A
"It's, it's really good",sd,B
I wouldn't do it for that.,sd,B
"In fact, we are in a position that most of our friends why, wonder why we just don't go to a new car, you know, whatever,",sd,A
"I just don't, you know,",%,A
Is that right.,b,B
and then I cover the pan with foil and put it in the oven for about an hour,sd,A
"Okay,",bk,B
"Just,",%,A
"I, well, I've also found, too, I, I try to work out regularly",sd,B
"so there are a lot of people who babysit in their homes that, you know,",sd,A
Well I guess I kind of agree there.,sd,A
and you really didn't have too much of a chance of it getting rained out.,sv,B
"And I think that, that maybe more widespread than well, than we'd like to have think.",sv,B
"but I mean, I'm not a wine connoisseur by any means.",h,B
"the, uh, the first, uh, ten years, see first ten or twelve years, I stayed home.",sd,B
it really was.,sd,A
"and, you know, a lot of things like that that really are hard to plan for.",sv,B
"but we thought we'd try it, you know, free movie.",sd,A
and that's just about as bad as a kid,sv,B
Sure.,aa,B
"It's what,",%,A
"Yeah,",aa,B
"so that you know, if I were smarter, I would have that same amount in savings and get the interest, which I don't do,",sd,A
That's right.,aa,A
"But I don't know, uh,",h,A
Yeah,b,A
"Yeah,",ny,A
"So, uh, do you think Russia's still a threat?",qy,B
"No,",nn,A
I don't know.,h,A
"But, uh, the guy winds up getting hurt every other game.",sd,A
"and I, it just, you know,",%,A
and it stands out.,sv,B
Ugh.,ba,B
"And I've seen an awful lot of lately really dumb, dumb retrievers",sd,B
"I, I understand it's becoming, you know, the popular thing to do.",sd,B
"I prescribed, subscribe to H B O.",sd,B
I haven't gone back over there.,sd,B
"So we still have some of that trim work to do because we put it off all this time,",sd,B
beautiful people.,sv,A
"Um, I go out",sd,B
That's true.,aa,B
we use it live in California,sd,A
But for the most part I truly believe that the parents would be better if they were with the children.,sv,A
Uh-huh.,b,A
"I would, I think probably not a, a brand new car,",sd,B
"I mean, I guess in some cases, sure we care about what they did in the past",sv,B
"Okay, uh,",b,B
Yeah.,b,B
"Oh, absolutely.",aa,A
But the things that I would want would be a solid car.,sd,A
"every adult, you know, uh, is able to carry a gun,",sd,A
That's right.,aa,A
Yeah.,ny,A
"We have these,",sd,B
Yeah.,b,A
Have you seen that one?,qy,A
Have you ever been up there to Boston Garden?,qy,A
Uh-huh.,b,B
"And so yeah,",b,B
"they, I make all kinds of things with it.",sd,A
"you know, you watch some of the cartoons,",sv,A
"No,",nn,B
"I think the brakes on the Plymouth van is just, are terrible.",sv,A
So he probably doesn't remember.,sv,A
More lax?,br,A
"We are, I think, you know,",aa,B
"And oh, it handles so nicely.",sd,B
"and, um, so many of the people that live around them are unable to do those things for themselves anymore.",sd,B
Oh!,b,A
Yeah.,b,B
"Well, it was nice talking to you.",fc,B
I'm going to go take lessons and everything.,sd,A
How old are you Lisa?,qw,B
it's really good.,sd,B
"Because,",%,B
how were the house prices up there?,qw,A
that's what I think too.,sd,A
Stick on the subject.,ad,A
Yeah.,b,A
Four and five.,b^m,A
Uh-huh.,b,A
"and then if I'm unhappy with it, I have the right to express my opinion.",sv,A
That's right.,aa,B
"I'm kind of more,",sd,B
They really are good,sd,B
"But, um, those those lawns look nice during the winter,",sd,B
"but this guy had somehow worked it out so that he got there a little bit earlier, bought the dog,",sd,A
"yeah,",aa,A
"Exactly,",na,B
Yes.,aa,A
Uh-huh.,ny,A
"but, I looked all over Lewisville,",sd,B
"And, uh, it's funny how, uh, how I, I, uh, acquired this animal.",sd,A
Uh-huh.,b,A
Uh-huh.,b,B
"And, as it turns out, uh, I went and took some lessons for awhile, because I just, I would lose so many balls, and, uh, make it a horrible time for everybody.",sd,A
"Well, that's true",aa,B
"But, but, still it's just as hard as having, that,",sv,B
Let's get grass so that the kids can play in the yard and not have to be worried about the dirt so much. You know.,^q,A
Okay.,bk,B
Uh-huh.,ny,A
"Yeah,",ny,A
"Do you like the classics like, uh, GONE WITH THE WIND and, uh, you know the older movies.",qy^d,B
Yeah.,b,A
off What you want.,t3,B
"because I'm not that good at it,",sd,B
"Find out what, you know, if you have been taking some kind of medication and, you know, if that would effect it and everything.",bf,A
"In Africa was the men and women and, and had nothing to do with that,",sd,A
"and he lived in that,",sd,B
Right.,b,B
I can't either,sd,A
"I'm that way about MURPHY BROWN, DESIGNING WOMEN.",sd,B
"Considering that Spock was on an, uh, you know, couple weeks ago and that the, the very first episode of NEXT GENERATION, they had McCoy.",sd,B
"Yeah,",aa,A
Uh-huh.,b,B
"and, uh",%,A
"Oh, gosh.",ba,A
"Right,",aa,A
Four boys.,b^m,B
and they really can not afford the best.,sv,B
that's fun.,ba,A
and that's it.,sd,A
"Um, I don't have any, I guess, definite views about elderly care.",sd,A
again I don't watch T V news that much now.,sd,A
right.,b,A
"they beat Houston in extra innings,",sd,B
if like,%,B
"but we're we're about two hours, about a two hour drive south of San Francisco,",sd,B
"and I, I still remember how to do it.",sd,A
do you have any pets?,qy,A
"and I, I don't, well,",%,B
"well, they're not entertained for too long with it.",arp_nd,B
"So, my buddy and I, we just camped",sd,B
They really do.,aa,B
Yes.,aa,A
"Oh, yes.",ny,B
Yeah.,b,A
"there's hardly anything that, other than putting tires on, that I'll do.",sd,A
"You know, we have had some problem with that in recent years.",sv,A
"Like, like you say it can be, uh, a water ski trip, or fishing trip or just a sightseeing, bird watching, you know, hunt, hunt with a camera type of thing",sv,B
it seems to me like they really love their Cowboys here.,sv,A
"and the kids want to swing,",sd,B
"But it,",%,B
"Now what you can do is you could take that middle seat out and just have the three seats in the back, and the two seats up front,",sd,A
"Um, but my wife has a real job.",sd,B
"He's something else,",sv,B
but a lot of their classes there were only eight or ten children in their classes,sd,B
She's a hundred and two.,sd,B
"So I, I don't think they are too,",sv,A
"Matter of fact I just heard something today on, on the news about those, uh, automatic seat belts that are attached to the door",sd,B
"Oh, yeah.",b,B
Yes.,aa,A
"But,",%,A
Yeah.,b,B
"and when the kids are small, if you going to wait, you don't go out.",sv,B
"Uh, that, that's partly my problem now.",sd,B
"Oh, good.",ba,A
"No,",aa,A
"Well, just an amateur singer.",na,A
"Yeah,",ny,A
"If you,",%,B
"if I had a druther ,",sv,A
"Well now, my grandmother,",sd,B
"but, uh,",%,A
"Oh, really?",bh,A
Uh-huh.,b,B
"but, but Kentucky's beautiful.",sv,A
I haven't.,sd,A
Uh-huh.,b,A
So it's really surprising everybody.,sd,B
"Uh, we've been lucky.",sv,A
"Okay,",aa,A
"Our, our victims are victimized, period,",sv,B
and they charge to ski on it.,sd,B
"but, I mean it's just I'm constantly think about keeping us safe and protected, verses, um,",sd,B
"I went there,",sd,A
Uh-huh.,b,B
"yeah,",b,A
Uh-huh.,b,A
"I let my wife take the checkbook,",sd,A
Yeah,aa,A
Yeah.,b,A
"We never could get it declared a lemon,",sd,B
"and without, and, and it's just they don't look at things.",sv,A
"this guy comes up,",sd,B
"Right,",b,A
"Yeah,",ny,A
"but but, uh, I just haven't gone to C D yet.",sd,A
"I feel good about it,",sd,B
"I just was there, you know,",sd,A
"Oh, no.",ba,A
"Because they're so far behind and so poorly staffed, half the time the teachers don't know what's going on.",sd,B
"yeah,",ny,A
"I mean it was just like,",sd,B
"Kennedy,",sd,A
"Yes,",aa,B
"Well, that, that's, that's the key, you know, whatever works for you.",sv,B
"Bye, bye.",fc,A
"and what, you know,",%,A
"You know, if someone is something more than a social drinker, shall we say, yet, they're not an alcoholic, what do you do?",qh,B
"as, as much in debt as we are",sv,B
"Each of our,",%,B
"Uh, we have found that we spend less money if we pull out the money. Uh  instead of just writing checks for things.",sd,B
That would be exciting.,sv,A
"Oh that's okay,",bd,A
Uh-huh.,b,B
"Uh-huh,",b,A
Uh-huh.,b,B
"you know, or, and you can kind of relate to it you know,",sv,A
"it's,",%,A
Yeah.,b,B
"just for a brief visit or whatever, because it never has been resolved with Palmer remarrying, and everything,",sd,B
"And, uh, you know, it tends to, uh, to encourage students to not be as, you know, to not concentrate as much on the education.",sv,A
"I'm curious what was your, uh, graduate study in?",qw,B
they need to do something else.,sv,B
"Uh,",%,B
And how do you pronounce that?,qw,B
"Because I, any, anyone, any friend, anyone I give my number to is welcome to call me,",sd,A
"And, uh, according to Virginia, it didn't cost all that much.",sd,A
"and, and that again is a, is a sort of media perception there's some absolutely lovely and marvelous and peaceful areas in Washington. Regardless of the racial makeup,",sd,A
"No,",ar,B
"but some of them are sold,",sd,B
"oh yeah,",b,B
"Isn't that the truth,",aa,B
"in fact if I could pick my, um, restaurants on how their coffee is and how their french bread is and the butter and the desert I would be,  yes, I would be in hog heaven.",sd,B
"I wouldn't like it,",sd,A
"so I don't have, you know, I don't know that much about it,",sd,B
Right.,b,B
"Well, that will be great.",ba,B
"I,",%,A
"yeah, oh.",b,B
"Right,",aa,B
I'm not sure I would have enjoyed that at all.,sv,A
"Yeah. Um,",b,A
and we have three grandchildren,sd,A
Oh.,b,B
"So, it's really, it's, it's kind of a show piece",sd,A
"No,",nn,B
Uh-huh.,b,A
Really.,b,A
Kids are out.,qy^d,B
Yeah.,b,A
Uh-huh.,b,A
Yeah.,b,B
"Yeah,",b,B
I guess your cat was an indoor cat.,qy^d,A
"well, that's, that's a very different way to do,",sv,B
"Yeah,",aa,B
"But, uh, you know, I, I agree with that, because I see people that I know again, from high school, that I still keep in touch with, that didn't go to college Same patterns of behavior, same, uh, same socializing, same exact crowd that they hang with",sd,B
"and we met her husband, um, down on Greenville,",sd,A
"Well, vehicles",arp_nd,A
"I work in a, in a an Air Force laboratory",sd,B
"Because, you know,",%,A
"High,",^2,B
Yow.,ba,B
"Yeah,",b,A
"I mean you, you've,",%,A
"Well, that's, that's the even, even farther away.",sd,B
"well, actually one other thing I might ought to mention is that they are actually getting quite cheap.",sv,A
they'll take your numbers out of their lists.,sd,B
"Uh-huh,",b,B
"There aren't too many people around anymore that really enjoy sewing,",sd,A
and my daughter's quite involved and all that sort of thing.,sd,B
Oh.,b,B
Yeah.,b,B
That's right.,aa,B
Yeah.,b,A
"What's, what are some other questions they have,",qw,A
Uh-huh,aa,B
"Yeah,",b,B
"because I, I descend from that.",sd,A
Do you all have that?,qy,B
the L P G A comes here every year the Rochester International.,sd,A
Madonna she's pretty trashy.,sv,B
"Uh, I don't know.",h,A
"at work we have a, a nice campus,",sd,A
"Oh, that's always refreshing to get away from.",ba,B
It probably comes from where you are.,sv,A
"in the middle, in the middle of the Summer.",sd,B
"there's so,",%,B
Right.,b,A
and they just didn't care.,sd,A
"you can't take them for a walk,",sv,A
"Um, I know I'm looking forward to getting back into getting into shape,",sd,B
it is.,sd,B
and I'd pay it.,sd,A
Uh-huh.,b,A
Bye.,fc,A
Uh-huh.,b,A
"Those flowers, remember those little ones you gave me?",qy,A
"And  once they have your number, they have your identification.",sd,A
Uh-huh.,b,B
Yeah.,b,A
"The, well, as it is now, the middle and upper classes are paying more than their share for the health care of the whole country because they're the only people that can afford health insurance",sv,B
"But,",%,A
Huh.,b,B
Uh-huh.,b,A
"and in a in a sense, the people I know who spend the most on clothes are secretaries.",sd,B
and she was there when we got home.,sd,B
"But, the four year old now I I have had her since I went back to work, or before I went back to work really, in a home day care situation,",sd,A
"Ben Franklin,",fc,B
Right,na,B
Did they have Thing,qy,A
but most of them have worked out pretty good,sd,A
"and they final get up to where they kill somebody else,",sv,B
Twelve and sixteen.,b^m,A
Uh-huh.,b,A
"Few are, uh, basically staying home and being homemakers, and raising kids exclusively.",sv,A
But they are still bars,sv,A
"You know, I've been to Nassau, too.",sd,A
Okay.,"fo_o_fw_""_by_bc",B
"And, uh, she just would get them real cheap and stuff and send them over.",sd,B
"Oh, that's not bad.",ba,B
Yeah.,b,A
But I think it's gone up to four dollars this year.,sd,B
"Or a population or anything,",%,A
I don't mind the children when they're selling things for school.,sd,B
"it's still probably going,",sv,B
"Oh, yeah.",ny,A
"and, uh  and in fact I have an eighty-seven Mustang with a three O two in it that I've, uh, beefed up a little bit",sd,B
"and, and the summer we have a, we have a, a reunion in, in Salt Lake area up by Park Cities. Where we're going to camp for a week with as many members of, of a rather large reunion group that, uh, as we can get together",sd,A
Yeah.,b,B
and I sold seven.,sd,B
"and we went over to, uh, lady that breeds them here in town",sd,B
that has been her dream.,sd,A
Huh.,b,B
"Oh, yeah.",b,A
"I was amazed,",sd,B
"And then tonight this woman called,",sd,A
We may get some more tonight.,sd,A
"not yet,",ng,A
"It's not like it's really entrenched other, you know.",sv,B
"but uh, even attitudes on, on clothing and stuff, uh, I know.",sv,A
Bye.,fc,B
"we can,",%,B
"The best program we ever had is at the beginning of the month we took and, uh, took my check and divided it out into envelopes and then paid for the expenses out of that envelope",sd,B
"and I'd like to see the, uh, the data on that.",sd,B
"uh, no,",ar,A
Uh-huh.,b,A
"and, you know, he did some clever things,",sv,A
I have a real problem with all the foreign aid that is going to the countries that really have no use for us.,sv,A
or do you actually put up a tent,qrr,A
"but the consequence, then,",sv,A
Oh!,ba,B
"we, we took a lot of vacations while we were there because everything was within driving distance.",sd,B
"and I know the company that she was with, uh,",sd,B
"But, uh,",%,A
That's a lot of fun.,sv,A
"you've moved almost, moved around as much as I have",sv,B
and I cut it and sewed it,sd,B
"And I think if they would be more bound to certain loans and not as high of insurance by the reserve, then I don't think this would have happened.",sv,A
"I, uh, I ethically don't like the idea",sd,A
And most of them from other places.,sd,A
"I've put in the paper work, I just never made the call.",sd,B
"yeah,",aa,B
Uh-huh.,b,A
"Uh, I believe in it, too",sd,A
Oh really.,bh,B
"And of course, you know, they tried to make the cop look like he was, uh, a, uh, no good rotten drunk.",sd,A
and then there's other departments that aren't.,sd,B
We lived in Tennessee for awhile,sd,A
Yeah.,b,B
Uh-huh.,b,B
"I mean, it was raining,",sd,A
"They add it on on to tires and gasoline, cigarettes, liquor.",sd,B
"and cans laying,",bf,B
"because they can, they can only report on, I mean,",sv,B
I don't know if they have them back there,sd,A
"Oh, okay.",bk,B
"I mean, it really is coming to that because most women now days cannot afford the time that they could take off unless the company pays them.",sv,A
"Right,",b,A
Yeah.,b,B
So you've got a lot of traffic noise real close.,qy^d,B
"Well, I mean, but you didn't have oboe or something with it?",qy^d,A
I guess so.,fc,B
"but it's the same stuff. Um, which is always kind of funny.",sd,B
"and we're, uh, home schooling.",sd,A
we wore shorts.,sd,B
"and, uh, we live from hand to mouth",sd,B
"Oh, really?",bh,A
Yeah.,b,A
"and you get some, like thirty minute summaries of, of news events.",sd,B
"Okay, I could see that that might be the situation where, uh, the person could be rehabilitated.",sd,B
We froze a lot of peppers.,sd,B
What's wrong with that?,qw,B
Uh-huh.,b,B
"but we're in a subdivision where we really can't allow the dog,",sd,A
"Uh, I, I follow it especially around the playoffs,",na,A
and she gives me ideas for my writing too,sd,A
Uh-huh.,b,B
Yeah,aa,A
"Oh, no.",ba,A
so they adjusted timing,sd,B
my husband goes to pick it up last week,sd,B
"And, uh, you, you were just up there then, huh.",qy,B
"Last time we went, we took our vacuum cleaner with us",sd,B
and I guess air traffic controllers. I wouldn't want them to be on drugs. And airplane pilots.,sd,B
I don't think we'll ever get to that.,sd,B
Yeah,b,B
"Now it might have been just to take care of her and the baby, instead of having a, you know, a, a nurse, or someone come in, or, or something like that, or whatever, mid-wife or whatever they call it that they have for the first couple of weeks.",sd,A
"but if you get a sour strawberry,",sd,A
Uh-huh.,b,A
"He will not smoke in a comfortable position, you know,",sd,A
"Yeah,",b,B
Yeah.,b,A
so.,%,B
and I'm just a sun person I think.,sd,B
"and they're very, he's very affectionate when he wants to be,",sd,B
Just to pack the bearings?,qy^d,B
"And, uh, she just had a terrible time keeping sincerely dedicated people simply because they could not live with a kind of hours and the salary.",sd,B
"Uh-huh,",b,B
Then they have to negotiate almost everything,sv,A
"that's usually the team I play on with the tournaments and stuff,",sd,B
"but they're undergrads are like,",sv,B
"Uh,",%,B
"So, anyway, I guess we can't talk much more about that,",sv,B
Good.,ba,B
cause that's about thirty years ago.,sd,B
"you know, I had a,",sd,A
Okay Brian.,"fo_o_fw_""_by_bc",A
"And companies are paying them good money to report accurately,",sv,B
"but,",%,A
I'm one of the ones that had my salary frozen for ninety-one.,sd,B
"And we don't even know where the twin,",sd,B
"although our next door neighbors have a dog, too",sd,A
Right.,b,B
That's awful.,ba,B
hush.,t3,B
and her name is Thumper.,sd,A
"on the international scope maybe the president feels that, uh, you know, for long-term relations with all these countries it's important",sv,A
and I'm sure that any of them would have cost or charged me almost the same amount.,sv,A
Okay.,fc,B
No,nn,B
"And they have no children in school or, you know, anything now.",sd,B
but I still think in lots of job markets they are not treated as equals.,sv,B
"Well, the rest of me is in pretty good shape",sd,A
"that that that was just a matter of,",%,B
"I was so good at it that it just kind of got stuck in the back of my mind and just never um, became a real problem until all of a sudden it came an insurmountable problem.",sd,B
"Oh, he's been a legend for so many years, you know,",sd,B
our governor that just got thrown out of office was trying to be real big on education,sd,B
"So, uh I guess we're kind of fortunate.",sv,B
You do.,sv,B
Yeah.,b,B
"Now I can't wait for, uh,",sv,B
and you're tired,sv,B
"we, we were in England and, and, uh, went to Ireland and Scotland and just rented cars and, did it on our own",sd,A
"it, it really is, uh,",sd,B
also the politicians put out what makes them look good anyway.,sv,A
uh-huh.,aa,A
"uh, and, and my kids were there,",sd,B
Something that's going to help them along the way.,sd,A
"They're just little terry cloth things you wear for house slippers with rubber, you know, soles, so that, you know,",sd,B
"but I don't know whether, it, it, research will go on.",sd,B
"wow, eight kids?",bh,B
"But, you know, when it gets right down to it,",sd,B
I'm a single mother.,sd,B
"I mean today I had on a pair of, you know, navy blue dress slacks and, and, uh, like a peach colored top and, you know, not cruddy, but not a dress either.",sd,A
and and they're coming out with a sequel to it.,sd,B
You just put them together as close as you can.,sd,A
That way.,sd,A
"They only started to do the newspaper uh, late last year.",sd,B
Oh how does he do serious.,qo,B
"Yeah,",b,B
"ways, things we do,",sd,B
"Yeah,",b,A
Yeah.,b,B
still,b^m,A
"We got we, we got into that a whole bunch.",sd,B
Um.,%,A
we're done.,^q,B
Huh.,b,B
"I do,",sd,B
there are political boundaries,sd,A
"uh, you know, has a lot,",%,B
"Uh-huh. Um,",ny,A
Uh-huh.,b,A
"but we use them like at Christmas time,",sd,B
Yeah.,b,B
Uh-huh.,b,A
"I mean,  most people out there committing murders don't care.",sv,A
Yeah.,b,A
Uh-huh.,aa,B
"Oh, yeah,",ba,B
"So it sounds,",%,A
and there was one right before that with a similar title,sd,A
"But, you know, there's there's a lot of taxes you pay that you're not even aware of that you're paying, uh,",sv,B
Yeah.,ny,A
"Oh, that's, that's different, isn't it?",qy,A
"Yeah,",b,A
"We went, uh,",sd,A
"and then when you get it completely, you know, the shell finished, uh, you still have a lot of stuff to do inside,",sd,B
"Oh, I know.",ba,B
"Yeah,",b,B
"they say you need mints,",sd,B
It's worse than a rose bush.,sv,A
"He understands the mechanics of pushing the button and throw, but not necessarily the direction it's going to go in.",sd,B
I certainly did.,sd,B
went down there a couple years on the day of the draft,sd,A
"And, but he's traveled all over the United States",sd,B
Yeah.,b,A
"So we went in, and the financed the car for five,",sd,A
"that's, uh, you know, I could, I could have, you know, get something nice and upgrade",sd,B
"so, we had about a thousand people gone from the base that went over there",sd,B
Yes.,b,B
I think they're going to stay there,sv,A
"Um, you know, I'm not sure,",no,A
Uh-huh.,b,B
"Oh, really?",bh,B
"or, usually it doesn't.",sd,A
"I read an article one time talking about even the quote unquote realistic movies, don't have very realistic upsets of the violence.",sd,A
"and, I don't know",h,B
Well there was stuff like that in Florida,na,B
yeah.,aa,B
sometimes it's a market basically it's a market survey,sd,A
Or he's hanging around with a cop trying to pick up the stuff.,sd,A
I haven't.,ng,A
All righty.,"fo_o_fw_""_by_bc",B
No.,aa,A
I think it takes about three or four times before it gets easy. Yeah *should be 'b',sv,A
I used to live in Amarillo originally.,sd,A
"Uh, I also take BETTER HOMES AND GARDENS.",sd,A
Yeah.,b,A
"I, uh, haven't been out all year.",sd,B
"so once, once you seen one that's a suspenseful type movie like that, then it's, it's not good for a second watching particularly.",sv,A
"like this past week,",%,A
Uh-huh.,b,A
And what they're going to be doing when they get out,^2,A
"I, I call this my recession job.",sd,A
"Okay,",fc,B
"that's true that the different places in America that, uh, you know, different issues would be a lot more important than say in another place.",sd,A
"it was just,",%,B
Yeah.,b,B
"Right,",aa,A
"and so there is,",sd,B
"But there are, I think there are a couple of areas where the school system can improve,",sv,A
"I really, I enjoyed that movie,",sd,A
"after that, you know, you never think of it because, I guess because I paid for all of my college education myself, I never thought about doing that because I had all these college loans I'd started paying back.",sd,A
"Oh, uh-huh.",b,A
"we thought T I dress code was just dress appropriate to your job,",sd,B
"oh, yeah.",b,A
"and we want that,",^q,B
"Yeah,",b,B
"Well, he could always get past, you know, he'd get past like six or seven tackles and just keep spinning around and get on into the end zone.",sv,A
"she's doing fine,",^q,A
Our lot in life is to make her life miserable,^q,A
Or death before the firing squad or whatever.,sd,A
"Yeah,",aa,A
"Let's see,",^h,A
"but, you know, there's some argument that in, in, in the blue grass of Kentucky that the Smoky Mountains that that's the, uh, the pine trees giving off pollution",sd,B
"Well, not being a drug user I don't have a problem with that personally",na,A
"Well, that's neat.",ba,A
Uh-huh,b,B
"yeah,",b,A
Not in Texas.,sd,A
Uh-huh.,b,A
Uh-huh.,b,B
"I,",%,A
"that isn't necessarily their career,",sd,A
Bye-bye.,fc,B
Yeah.,b,A
"yeah,",aa,B
"He got sick,",b^m,A
I know.,ba,B
"you know by the time, they,",sd,B
"And yet, I'm also noticing, uh, in the areas that I'm working and stuff, more and more women are wanting now to stay home with the children where fifteen years ago they didn't.",sd,A
Uh,%,A
Yeah.,aa,A
Uh-huh.,b,A
"and, but we saw a commercial for like fourteen or twenty dollars or something for a change",sd,A
"it, we, I, I read an interesting article in the paper that discussed, uh, that, uh,",sd,B
you go through college,sv,A
"It sounds beautiful,",sv,B
I guess that's about all.,sd,B
It's a hundred meter.,sv,B
"Yeah,",aa,A
"Yeah,",b,B
"and I was sitting out in their little playground while my granddaughter was playing on the things, and was visiting with another mother who was there with her children,",sd,B
"But, uh, I am not real current on films.",sd,B
"and I said, well, you can take a little girl hunting and fishing just as easily.",sd,B
"but, uh, it's just such a volatile area,",sv,B
Oh.,b,A
"And he's assigned to,",sd,B
Bye-bye,fc,A
has it ever been decided when when is a uh fetus a human?,qy,B
"I really miss that,",sd,B
Yeah.,b,A
"we have a cat, Stripper.",sd,B
"and you can tell when they talk about beautiful weather some mornings when we're, it'll be too cold,",sv,A
right.,aa,B
"You think of your chances of getting the death penalty after uh, committing a crime are really pretty slim right now.",sv,A
and I do not want to work.,sd,A
Uh-huh.,b,A
"Yeah,",%,A
"um,",%,B
So they did that.,sd,B
"I liked RAINMAN, too.",sd,B
"And a lot more games, right?",qy,A
Uh-huh.,b,A
I'm being facetious.,sd,B
and the jury's supposed to be notified of criminal records when it comes to sentencing by jury.,sd,B
That's right.,aa,B
"so I know,",sd,A
My brain is going to mush.,sd,A
"I'm not really sure what the exact, uh, specifications are for Texas.",sd,A
"Yeah,",ny,A
Uh-huh.,aa,B
"I, I'm, I'm looking forward to seeing what happens over there in the next couple of months,",sd,B
"Oh, what's that?",qw,A
Well Arsenio Hall is the one that jumped up and said that I can't believe they killed them,sd,A
"and I, I, you know,",%,B
That's awful,ba,B
"Well I hadn't either,",sd,A
Uh-huh.,b,B
so.,%,B
"and it was right around that time when I started becoming socially, you know, a socially conscious adult.",sd,A
"Uh-huh,",b,B
"That, that's a lot of the reason I do my own stuff.",sd,B
yeah.,b,A
"What, now what night is that on now?",qw,B
"Uh, yes.",ny,B
"I use uh, Citibank, the, uh, Advantage one pretty much cause you get vantage points for every dollar you spend.",sd,B
Yeah.,ny,B
"They have such a super team for years, that won what, four Super Bowls?",qy^d,A
Yeah.,b,B
"and just the social values,",sd,B
Uh-huh.,b,A
"Um, more people,",%,B
"goodness,",ba,A
"Yeah,",aa,B
"Well, I don't think people think they can make a difference.",sv,A
huh-uh.,aa,B
That's a good one.,ba,A
"and now, I think he barely makes it.",sd,B
"so how'd you all, how do you,",%,A
I think that sounds great.,aa,A
"My wife took my daughters one year when they were getting some points for school, took them to an elderly home,",sd,A
I see I see that happening.,sd,A
"it's pretty good,",sv,A
they've had a hard time.,sv,A
"And, see that's my only problem with, uh,",sd,A
Uh-huh.,b,A
"Um, I, I have very mixed feelings about it.",sd,B
"it's awful,",sv,A
Bye-bye.,fc,A
"used to be a farm,",sd,A
So that was pretty.,sv,B
"I find it's real hard,",sd,A
Uh-huh.,b,A
"you just run, in the store,",sd,A
Uh-huh.,b,A
"Unfortunately, some elderly have to go to or have, I guess it's Alzheimer's or where  they wonder or, or, uh, confused or have some mental problem",sd,B
I hadn't thought about that,sd,A
That's about it.,sd,A
Uh-huh.,b,B
"but you've still got, uh, Cuba that accepts, exerts some influence.",sv,B
"Oh, yeah.",aa,B
"Oh, is that right?",bh,B
"Oh, that's when, that's when they took, toured.",sd,A
"I understand that, too, because some of the places we,",sd,A
But we'll probably have our share of the hurricanes.,sv,A
I don't know if you've heard Neurotic Collection.,qy^d,B
"they have more respect for, other people, just in, in general I think, and just, just towards people and property",sv,B
"Yeah,",%,B
"And, still, I want to get up early in the morning and walk. Before this knee business.",sd,A
"these people are middle class people, just like us.",sd,B
"he'd heard I was going to get a car, and asked me what I paid for it.",sd,B
"Uh, my daughter that has three stays home with her children,",sd,A
"so a lot of times I won't get out and do it,",sd,A
anybody could beat Claytie in Texas.,sv,B
so.,%,A
Uh-huh.,b,B
"But anyway, um, I really, I don't work outside of school.",sd,B
What part of Ohio are you in?,qw,B
"when,",%,A
"and if you if you don't smoke and you go in there,",sd,A
and then he just started doing it.,sd,B
"It's just,",%,B
"On our, uh, public television, they had a show at ten thirty that was a computer show.",sd,B
"They run anywhere from two hundred to four hundred dollars, I think which I thought was a lot.",sd,A
"I know I was part of the me generation where they didn't, so many of them didn't, people didn't care.",sd,B
"The secretary's probably the best resource, of what the layoff status is.",sd,B
"so you're, uh, looking at your yearly salary, it makes quite a difference.",sv,B
"So where do you live at,",qw,B
"What we do is we have these cribs in the back room where they sleep that are, um, low to the ground",sd,B
You have five?,br,B
"I am single,",sd,A
Uh-huh.,b,B
Yeah.,b,B
Uh-huh.,b,B
Yeah.,b,B
"And,",%,B
Oh.,bk,A
"I think, uh, I'm young,",sd,B
"and I just sort of,",sd,A
"That's how they obtain information about segments of society and group them into age brackets, uh, their habits, their hobbies, their income.",sd,A
"uh, and I think even Electric Light Orchestra had some, some real, um, influences by classical music",sd,A
Yes.,b,A
But it'll never happen.,sv,A
The growth is fast enough so that they can't afford to just dawdle and wait until something til they need them.,sv,A
"I mean, you, you",sv,B
"Have you ever been to, uh, like New Mexico?",qy,A
Uh-huh,b,A
"And your going to be able to buy your,",qy,A
You kind of wonder what really happened.,qy^d,B
"What, what do you do?",qw,A
Uh-huh.,b,B
Everybody bringing something for a potluck picnic,sv,B
I know.,aa,A
Uh-huh.,b,B
"Yeah,",b,B
Okay.,bk,B
So it's going to have kind of a country look.,bf,B
"and I, I feel like just saying, uh, safe sex is not the answer.",sv,A
"excuse me, and, uh, one of her pies was auctioned for fifty dollars",sd,A
But I'm enjoying my stay home for the little time that I can,sd,A
Uh-huh.,b,B
